id,name,rarity,cardtype,battleExp,price,hasbossimage,basehp,baseatk,basedef,basewis,baseagi,maxhp,maxatk,maxdef,maxwis,maxagi,maxlevel,growtype,skillid1,skillid2,evolution,maxevloution,cantrade,materialexp,peHP,peATK,peDEF,peWIS,peAGI,display
10512,女武神 瓦尔基里 II,4,1,214,19350,0,3460,3910,3890,4490,3600,8060,9140,9070,10490,8400,99,1,85,0,4,4,1,1000,10490,11807,11721,13451,10904,0
10513,灯神 II,3,1,143,8560,0,2290,2690,2620,2300,2330,5160,6050,5890,5180,5240,70,1,48,0,2,4,1,90,6140,7104,6931,6162,6227,1
10514,愿望之神 灯神 II,4,1,213,18370,0,3440,4030,3940,3460,3500,8030,9410,9170,8060,8160,99,1,48,0,4,4,1,1000,10452,12135,11842,10490,10611,1
10515,Wolfman Savage II,2,1,94,2850,0,1070,1280,1130,1120,1100,2680,3200,2820,2800,2770,40,2,52,0,2,4,0,45,3453,4017,3605,3583,3551,0
10516,Wolfman Warrior II,3,1,140,7180,0,1920,2300,2030,2020,1990,4270,5140,4510,4480,4430,70,2,52,0,4,4,1,90,5856,6909,6146,6108,6049,0
10517,Lamia Spearguard II,2,1,94,2830,0,1090,1240,1030,1150,1150,2740,3110,2580,2890,2870,40,2,28,0,2,4,0,45,3518,3919,3345,3681,3659,0
10518,Lamia Mageguard II,3,1,140,7140,0,1970,2230,1860,2080,2060,4380,4970,4130,4620,4600,70,2,28,0,4,4,1,90,5988,6705,5683,6280,6253,0
10519,Living Sword II,1,1,35,600,0,600,1220,290,290,610,2390,4900,1150,1150,2440,30,2,188,0,2,2,0,9,3139,5858,1796,1796,3193,0
10520,Living Shield II,1,1,35,620,0,720,710,1010,430,240,2880,2830,4030,1730,960,30,2,154,0,2,2,0,9,3670,3616,4916,2424,1590,0
10521,Living Armor II,2,1,94,2930,0,1180,1450,2020,720,480,2940,3620,5040,1800,1200,40,2,166,0,2,2,0,45,3735,4472,6010,2500,1850,0
10522,"Gardin, Caterpillar Whisperer II",2,1,94,2840,0,1100,1270,860,1330,1120,2760,3170,2160,3310,2800,40,2,139,0,2,2,0,45,3540,3984,2890,4136,3583,0
10523,"Gilbert, Moth Handler II",4,1,217,21840,0,3950,4620,3820,4810,4640,9200,10780,8900,11220,10840,99,1,148,0,2,2,1,1000,10517,12228,10192,12705,12293,0
10524,Mushussu II,2,1,94,2840,0,1060,1330,860,1360,1070,2640,3340,2170,3380,2660,40,2,23,0,2,4,0,45,3410,4168,2901,4212,3432,0
10525,Mushussu the Fierce II,3,1,140,7160,0,1910,2400,1560,2440,1920,4220,5340,3470,5410,4260,70,2,23,0,4,4,1,90,5794,7154,4882,7240,5842,0
10526,Melusine II,3,1,144,9070,0,2520,2650,2300,3020,2470,5680,5960,5180,6800,5570,70,1,155,0,2,4,1,90,6703,7007,6162,7917,6584,0
10527,Melusine the Witch II,4,1,214,19460,0,3780,3970,3460,4540,3710,8820,9280,8060,10580,8650,99,1,155,0,4,4,1,1000,11418,11975,10490,13562,11211,0
10528,Pabilsag II,3,1,144,9080,0,2280,2740,2150,3230,2570,5140,6160,4840,7260,5780,70,1,25,0,2,4,1,90,6118,7223,5793,8415,6812,0
10529,Pabilsag Venomclaw II,4,1,214,19440,0,3420,4100,3230,4840,3850,7980,9580,7520,11290,8990,99,1,25,0,4,4,1,1000,10394,12342,9833,14427,11624,0
10533,Golad the Mighty II,4,1,217,21530,0,5540,4790,4430,3550,3220,12880,11120,10280,8230,7460,99,2,152,0,2,2,1,1000,14503,12597,11687,9466,8632,0
10534,Sevia the Keen II,4,1,217,21490,0,4150,4210,3640,5050,4440,9650,9780,8450,11740,10300,99,2,117,0,2,2,1,1000,11004,11145,9704,13268,11708,0
10535,Norda the Fleet II,4,1,214,19430,0,3680,4270,3020,4320,4140,8590,9980,7060,10080,9660,99,1,144,0,2,2,1,1000,9856,11362,8198,11470,11015,0
10536,鐵娘 三笠 II,4,1,214,19290,0,4030,4320,3970,3370,3600,9410,10080,9280,7860,8400,99,1,9999,0,2,2,1,1000,10744,11470,10603,9065,9650,1
10537,Humbaba II,3,1,144,8900,0,2640,3460,1900,2300,2420,5940,7780,4270,5180,5460,70,1,45,0,2,4,1,90,6985,8978,5176,6162,6465,0
10538,"Humbaba, Wood Ward II",4,1,214,19080,0,3960,5180,2840,3460,3640,9240,12100,6640,8060,8500,99,1,45,0,4,4,1,1000,11928,15413,8759,10490,11025,0
10539,Nuckelavee II,3,1,144,8860,0,2360,2360,1930,2880,3120,5320,5320,4360,6480,7020,70,1,149,0,2,4,1,90,6313,6313,5273,7570,8155,0
10540,Nuckelavee Plaguebringer II,4,1,214,18980,0,3540,3540,2900,4320,4680,8270,8270,6780,10080,10920,99,1,149,0,4,4,1,1000,10746,10746,8929,12952,13976,0
10541,"Coppelius, Doll Keeper II",2,1,95,3080,0,1200,1440,980,1400,1140,3010,3590,2450,3520,2860,40,2,147,0,2,4,0,45,3811,4439,3204,4363,3648,0
10542,"Coppelius, Puppeteer II",3,1,142,7770,0,2170,2580,1760,2530,2060,4810,5750,3920,5620,4580,70,2,147,0,4,4,1,90,6511,7651,5429,7495,6230,0
10543,Elven Marksman II,2,1,94,2770,0,1090,1300,840,1280,1030,2720,3240,2090,3230,2580,40,2,126,0,2,4,0,45,3497,4060,2814,4049,3345,0
10544,Elven Spellmark II,3,1,140,6980,0,1960,2330,1500,2320,1860,4360,5170,3340,5160,4120,70,2,126,0,4,4,1,90,5962,6950,4724,6936,5672,0
10545,Elven Mercenary II,1,1,34,560,0,540,650,430,610,550,2150,2580,1720,2460,2210,30,2,31,0,2,4,0,9,2879,3345,2413,3215,2944,0
10546,Elven High Mercenary II,2,1,94,2790,0,1070,1300,860,1240,1100,2690,3230,2150,3080,2760,40,2,31,0,4,4,0,45,4033,4708,3357,4521,4121,0
10547,"Gangaruda, Potamus Rider II",3,1,146,10330,0,3170,3180,3020,2650,2740,7130,7160,6800,5980,6170,70,1,122,0,2,4,1,90,8274,8307,7917,7028,7234,0
10548,Gangaruda the Destroyer II,4,1,217,22150,0,4750,4780,4540,3980,4100,11090,11140,10580,9300,9590,99,1,122,0,4,4,1,1000,14183,14243,13562,12001,12355,0
10549,"Galagos, Giant Ape II",3,1,150,13640,0,3636,4338,3933,3276,4302,4040,4820,4370,3640,4780,70,2,121,0,2,4,1,90,4927,5772,5284,4493,5728,0
10550,"Galagos, Dino Hunter II",4,1,225,31640,0,5904,7065,6381,5310,6975,6560,7850,7090,5900,7750,99,2,121,0,4,4,1,1000,8625,10186,9268,7825,10069,0
10551,"Grandor, Giant of Old II",5,1,219,23720,0,4750,5620,5100,4430,3820,13070,15440,14020,12190,10480,99,1,149,0,2,2,1,1500,14709,17277,15738,13756,11903,0
10552,"Lindworm, Thorn Dragon II",3,1,146,10240,1,2990,3620,3050,3160,1810,6710,8150,6860,7090,4080,70,1,13,0,2,4,1,90,7819,9379,7982,8231,4970,0
10553,"Lindworm, the Black Rose II",4,1,217,21450,1,4480,4180,4120,4730,3940,10440,9740,9600,11040,9170,99,1,13,0,4,4,1,1000,13390,12936,12512,14121,11460,0
10554,"Jire, Sylvan Hunter II",3,1,142,8180,0,2460,2580,1880,2740,2030,5530,5810,4220,6140,4560,70,1,188,0,2,4,0,90,6541,6844,5122,7202,5490,0
10555,Jire the Rapturous II,4,1,212,17510,0,3680,3880,2820,4090,3040,8600,9040,6580,9560,7090,99,1,188,0,4,4,0,1000,11149,11683,8684,12317,9308,0
10556,"Wynde, Spellblade II",3,1,142,7990,0,2150,2590,2300,2030,2350,4850,5830,5180,4570,5290,70,1,139,0,2,4,1,90,5804,6866,6162,5501,6281,0
10557,"Wynde, Dragonslayer II",4,1,212,17160,0,3230,3890,3460,3050,3530,7540,9060,8060,7100,8240,99,1,139,0,4,4,1,1000,9856,11710,10490,9321,10708,0
10558,Magdal Dragonheart II,5,1,219,23690,0,4490,4880,4900,4450,4970,12350,13440,13460,12240,13670,99,1,120,0,2,2,1,1500,13929,15110,15132,13810,15359,1
10559,达摩 II,3,1,142,8040,0,2180,2440,2640,2020,2210,4910,5480,5950,4550,4960,70,1,133,0,2,4,0,90,5869,6487,6996,5479,5923,0
10560,禅师 达摩 II,4,1,212,17240,0,3280,3660,3960,3040,3300,7640,8530,9250,7080,7720,99,1,133,0,4,4,0,1000,9977,11062,11941,9295,10074,0
10561,Glaistig II,2,1,94,2920,0,1120,1250,1120,1310,1040,2800,3110,2780,3250,2600,40,2,47,0,2,4,0,45,3583,3919,3562,4071,3367,0
10562,Greenshade Glaistig II,3,1,141,7330,0,2020,2240,2000,2340,1870,4490,4980,4460,5210,4160,70,2,47,0,4,4,1,90,6119,6716,6084,6995,5721,0
10563,弗雷 II,3,1,144,9040,0,2460,2520,2880,2900,2160,5540,5680,6470,6530,4860,70,1,136,0,2,4,1,90,6552,6703,7559,7624,5815,0
10564,正义使者 弗雷 II,4,1,214,19400,0,3700,3780,4320,4360,3240,8620,8830,10070,10160,7560,99,1,136,0,4,4,1,1000,11172,11429,12938,13049,9880,0
10565,Sir Bedwyr of the Rose II,3,1,144,9280,0,2710,2500,2710,3010,2330,6110,5620,6100,6770,5230,70,1,145,0,2,4,1,90,7169,6638,7158,7884,6216,0
10566,Sir Bedwyr of the Garden II,4,1,215,19870,0,4070,3740,4060,4510,3490,9490,8740,9480,10540,8150,99,1,145,0,4,4,1,1000,12234,11318,12221,13511,10597,0
10567,Warrior Cyclops II,3,1,145,10000,0,3840,2580,3140,2450,2280,8640,5810,7080,5510,5120,70,1,61,0,2,4,1,90,9910,6844,8220,6519,6097,0
10568,Spellforged Cyclops II,4,1,217,21450,0,5760,3880,4730,3670,3410,13440,9040,11020,8570,7970,99,1,61,0,4,4,1,1000,17047,11683,14096,11111,10379,0
10569,Jinx-eye Dragon II,5,1,219,23670,0,4750,5180,4460,4460,4820,13070,14260,12260,12260,13260,99,1,146,0,2,2,1,1500,14709,15998,13832,13832,14915,0
10570,"Wolfert, Grave Keeper II",5,1,220,25450,0,4580,7860,4420,4270,4320,12590,21620,12160,11760,11890,99,1,118,0,2,2,1,1500,14189,23972,13723,13290,13431,0
10571,Gathgoic the Other II,5,1,220,25470,0,4800,5230,4850,5840,4750,13190,14380,13320,16060,13070,99,1,141,0,2,2,1,1500,14839,16128,14980,17948,14709,0
10572,Vivian Griffinrider II,5,1,221,25990,0,4740,5810,4930,4210,4740,13040,15970,13550,11580,13040,99,1,224,0,2,2,1,1500,14677,17851,15229,13095,14677,0
10573,Captain Golfyn II,3,1,140,7020,0,1870,2330,1940,1610,2280,4210,5230,4370,3620,5120,70,1,45,0,2,4,1,90,5111,6216,5284,4472,6097,0
10574,"Golfyn, Ironmask II",4,1,209,15050,0,2810,3490,2920,2410,3420,6560,8140,6790,5630,7970,99,1,45,0,4,4,1,1000,8660,10586,8943,7528,10379,0
10575,Catoblepas II,3,1,144,9230,0,2380,2500,2340,3370,2590,5350,5620,5270,7580,5830,70,1,105,0,2,4,1,90,6346,6638,6259,8762,6866,0
10576,Catoblepas Groundgazer II,4,1,215,19760,0,3560,3740,3520,5050,3890,8320,8740,8210,11800,9070,99,1,105,0,4,4,1,1000,10807,11318,10670,15047,11721,0
10577,"Morgan, Cavalier II",3,1,142,8110,0,2180,2710,2280,2030,2380,4910,6100,5140,4570,5350,70,1,118,0,2,4,0,90,5869,7158,6118,5501,6346,0
10578,Morgan the Bold II,4,1,212,17380,0,3280,4070,3420,3050,3560,7630,9480,7980,7100,8320,99,1,118,0,4,4,0,1000,9966,12221,10394,9321,10807,0
10580,巨人獵手 利威爾 II,4,1,217,22000,0,4760,3880,4010,3970,5380,11120,9050,9350,9280,12540,99,1,153,0,2,2,1,1000,12597,10354,10679,10603,14135,1
10581,"Tepaxtl, Venomous Fang II",3,1,144,9100,0,2380,3020,2000,2920,2680,5360,6800,4500,6560,6040,70,1,115,0,2,4,1,90,6357,7917,5425,7657,7093,0
10582,"Tepaxtl, Fatal Fang II",4,1,215,19520,0,3580,4540,3000,4380,4020,8340,10580,7010,10210,9380,99,1,115,0,4,4,1,1000,10831,13562,9208,13110,12101,0
10583,"Donga, Tiger Rider II",3,1,153,16230,0,4572,5229,4248,3942,5193,5080,5810,4720,4380,5770,70,1,137,0,2,4,1,90,6053,6844,5663,5295,6801,0
10584,Donga the Exterminator II,4,1,228,36040,0,7110,8136,6597,6120,8082,7900,9040,7330,6800,8980,99,1,137,0,4,4,1,1000,10294,11683,9601,8956,11610,0
10585,"Gregoire, Acrobat II",3,1,144,9160,0,2590,2690,2270,3320,2220,5820,6040,5090,7490,5000,70,1,144,0,2,4,1,90,6855,7093,6064,8664,5967,0
10586,"Gregoire, Weaponmaster II",4,1,215,19630,0,3880,4020,3400,4990,3340,9060,9400,7920,11640,7790,99,1,144,0,4,4,1,1000,11708,12122,10318,14854,10159,0
10587,Ogre Corpsei II,3,1,144,9020,0,2590,2500,2640,3000,2150,5830,5620,5940,6760,4840,70,1,127,0,2,4,1,90,6866,6638,6985,7873,5793,0
10588,Ogre Marrowwalki II,4,1,214,19310,0,3890,3740,3960,4500,3220,9070,8740,9240,10510,7510,99,1,127,0,4,4,1,1000,11721,11318,11928,13476,9822,0
10589,"Randolph, Necromancer II",3,1,143,8560,0,2210,2590,1870,2860,2700,4960,5830,4220,6420,6070,70,1,147,0,2,4,1,90,5923,6866,5122,7505,7126,0
10590,Randolph the Crazed II,4,1,213,18340,0,3300,3890,2820,4270,4060,7720,9070,6560,9970,9460,99,1,147,0,4,4,1,1000,10074,11721,8663,12820,12193,0
10591,"Ira, Specter II",3,1,145,10050,0,2860,3240,1900,2460,3890,6420,7300,4270,5540,8750,70,1,138,0,2,4,1,90,7505,8458,5176,6552,10029,0
10592,"Ira, Hypnotic Specter II",4,1,217,21520,0,4270,4860,2860,3700,5830,9980,11340,6650,8620,13610,99,1,138,0,4,4,1,1000,12831,14489,8770,11172,17254,0
10593,Apocalyptic Beast II,5,1,219,23910,0,4580,5180,4990,4320,4840,12590,14240,13720,11880,13310,99,1,123,0,2,2,1,1500,14189,15977,15413,13420,14969,0
10594,Astaroth II,3,1,146,10250,1,2700,3120,2210,3420,3190,6070,7020,4970,7700,7180,70,1,155,0,2,4,1,90,7126,8155,5934,8892,8328,0
10595,"Astaroth, Duke of Fear II",4,1,217,21980,1,4060,4680,3310,5140,4790,9460,10910,7730,11990,11170,99,1,155,0,4,4,1,1000,12193,13965,10087,15278,14280,0
10596,Cat Sith's Lesser Mage II,3,1,140,7010,0,1770,2180,1810,2340,1910,3980,4930,4070,5250,4300,70,1,69,0,2,4,1,90,4836,5859,4933,6204,5181,0
10597,Cat Sith's Greater Mage II,4,1,209,15010,0,2650,3280,2720,3500,2860,6190,7660,6330,8160,6680,99,1,69,0,4,4,1,1000,8140,9915,8309,10520,8733,0
10598,"Princeps, Angel of Blades II",3,1,142,7990,0,2050,2390,2130,2250,2600,4630,5380,4800,5070,5860,70,1,156,0,2,4,1,90,5536,6344,5719,6010,6861,0
10599,"Princeps, Angel of Doom II",4,1,212,17170,0,3090,3590,3200,3380,3910,7200,8370,7460,7880,9110,99,1,156,0,4,4,1,1000,9360,10772,9674,10181,11667,0
10600,Archduke Ose II,5,1,219,23660,0,5520,4640,4860,4800,3840,15180,12780,13360,13200,10560,99,1,154,0,2,2,1,1500,16995,14395,15023,14850,11990,0
10601,Ushi-oni II,2,1,94,2820,0,1190,1090,1240,1040,1070,2980,2740,3080,2620,2680,40,2,63,0,2,4,0,45,3778,3518,3887,3388,3453,0
10602,"Ushi-oni, Yokai II",3,1,140,7090,0,2140,1970,2220,1880,1920,4750,4370,4920,4190,4270,70,2,63,0,4,4,1,90,6439,5977,6645,5756,5856,0
10604,"Lia, Gladiator II",4,1,217,21870,0,4860,5080,4060,3740,4130,11340,11830,9470,8740,9620,99,1,122,0,2,2,1,1000,12835,13366,10809,10018,10972,0
10605,Fomor II,3,1,144,9200,0,2900,3280,2640,2180,2140,6540,7370,5940,4910,4800,70,1,138,0,2,4,1,90,7635,8534,6985,5869,5750,0
10606,Fomor the Savage II,4,1,215,19720,0,4360,4920,3960,3280,3200,10160,11470,9240,7630,7480,99,1,138,0,4,4,1,1000,13051,14645,11928,9966,9781,0
10607,Farwal the Insatiable II,3,1,146,10230,0,2770,3430,3290,2690,2440,6240,7730,7390,6050,5470,70,1,159,0,2,4,1,90,7310,8924,8556,7104,6476,0
10608,Farwal the Glutton II,4,1,217,21920,0,4160,5150,4930,4030,3650,9710,12010,11510,9410,8520,99,1,159,0,4,4,1,1000,12500,15306,14693,12135,11049,0
10609,Garuda II,5,1,219,23920,0,4660,4740,4540,5120,4860,12800,13040,12490,14090,13360,99,1,47,0,2,2,1,1500,14417,14677,14081,15814,15023,0
10610,Gorlin the Wanted II,3,1,144,9140,0,2640,2750,3830,1440,2400,5940,6180,8620,3240,5400,70,1,167,0,2,4,1,90,6985,7245,9888,4060,6400,0
10611,Gorlin Gold Helm II,4,1,215,19590,0,3960,4120,5750,2160,3600,9240,9610,13400,5040,8400,99,1,167,0,4,4,1,1000,11928,12379,16999,6809,10904,0
10612,Adara the Wanted II,3,1,146,10280,0,3600,2690,3970,2390,2040,8100,6050,8940,5380,4600,70,1,166,0,2,4,1,90,9325,7104,10235,6378,5533,0
10613,Adara Luck Shot II,4,1,217,22040,0,5400,4030,5960,3590,3060,12600,9410,13910,8360,7140,99,1,166,0,4,4,1,1000,16023,12135,17619,10856,9370,0
10614,Solsten the Really Wanted II,5,1,219,24090,0,4490,4670,5180,5600,4150,12360,12830,14260,15400,11400,99,1,165,0,2,2,1,1500,13940,14449,15998,17233,12900,0
10615,Lycaon II,3,1,143,8560,0,2420,2500,2450,2440,2420,5450,5620,5510,5500,5450,70,1,10,0,2,4,1,90,6454,6638,6519,6508,6454,0
10616,"Lycaon, Wolf King II",4,1,213,18310,0,3620,3740,3670,3660,3620,8470,8740,8580,8540,8470,99,1,10,0,4,4,1,1000,10990,11318,11122,11077,10990,0
10617,Lamassu II,3,1,146,10230,0,3160,2810,2540,3440,2660,7090,6320,5720,7750,6000,70,1,162,0,2,4,1,90,8231,7397,6747,8946,7050,0
10618,Lamassu the Merciful II,4,1,217,21940,0,4730,4210,3820,5170,4010,11040,9840,8900,12060,9340,99,1,162,0,4,4,1,1000,14121,12658,11514,15365,12049,0
10619,Ebon Dragon II,5,1,219,24100,0,5690,5030,4320,4620,4440,15640,13840,11890,12720,12220,99,1,157,0,2,2,1,1500,17493,15543,13431,14330,13788,0
10620,"Montu, the Weapon Master II",3,1,146,10230,1,2880,2870,2720,2720,3430,6480,6460,6120,6120,7730,70,1,170,0,2,4,1,90,7570,7548,7180,7180,8924,0
10621,"Montu, God of War II",4,1,217,21940,1,4320,4310,4080,4080,5150,10080,10040,9520,9520,12010,99,1,170,0,4,4,1,1000,12952,12904,12269,12269,15306,0
10622,Amazon Pugilist II,3,1,143,8520,0,2400,2520,2290,2340,2620,5400,5680,5170,5270,5890,70,1,156,0,2,4,1,90,6400,6703,6151,6259,6931,0
10623,Amazon Warfist II,4,1,213,18260,0,3600,3780,3440,3520,3920,8400,8820,8040,8200,9160,99,1,156,0,4,4,1,1000,10904,11418,10466,10659,11831,0
10624,"Moren, Frost Mage II",3,5,142,8060,0,1840,2500,1670,3780,1730,4130,5620,3740,8510,3890,70,1,85,71,2,4,1,90,5024,6638,4602,9769,4764,0
10625,"Moren, Rime Mage II",4,5,212,17270,0,2760,3740,2500,5680,2590,6430,8740,5820,13240,6050,99,1,85,71,4,4,1,1000,8502,11318,7759,16802,8039,0
10626,Scorching Marid II,5,1,219,24080,0,4540,5810,4670,4040,5020,12480,15970,12830,11120,13780,99,1,169,0,2,2,1,1500,14070,17851,14449,12597,15478,0
10628,"Oberon, Faerie King II",4,1,217,21950,0,4870,3610,4160,5160,4150,11380,8420,9710,12040,9670,99,1,92,0,2,2,1,1000,12878,9672,11069,13593,11026,0
10629,Goblin Cannoneer II,2,1,94,2940,0,1080,1620,840,1030,1300,2710,4060,2100,2590,3240,40,2,151,0,2,4,0,45,3486,4948,2825,3356,4060,0
10630,Goblin Bombardier II,3,1,141,7410,0,1960,2920,1510,1870,2330,4340,6480,3350,4150,5180,70,2,151,0,4,4,1,90,5939,8541,4737,5708,6961,0
10632,Mauthe Doog II,4,1,217,21910,0,3960,3960,4040,5450,4500,9240,9230,9440,12720,10500,99,1,94,0,2,2,1,1000,10560,10549,10777,14330,11925,0
10635,Hollofernyiges II,5,1,220,25500,0,5360,5450,4480,4700,5510,14770,14960,12300,12940,15130,99,1,33,0,2,2,1,1500,16551,16757,13875,14568,16941,0
10636,"Brago, Shaman II",3,1,142,8120,0,2240,2150,1900,2720,2590,5040,4820,4270,6120,5830,70,1,41,0,2,4,0,90,6010,5772,5176,7180,6866,0
10637,"Brago, Umbra Shaman II",4,1,212,17410,0,3360,3220,2860,4080,3890,7850,7500,6650,9530,9070,99,1,41,0,4,4,0,1000,10232,9807,8770,12280,11721,0
10638,Sir Kay of Bat Armor II,3,1,153,16780,0,4374,7389,4086,3258,4860,4860,8210,4540,3620,5400,70,1,139,0,2,4,1,90,5815,9444,5468,4472,6400,0
10639,Sir Kay the Golden Bat II,4,1,229,37290,0,6804,11493,6354,5076,7560,7560,12770,7060,5640,8400,99,1,139,0,4,4,1,1000,9880,16230,9270,7539,10904,0
10640,"Guerson, Spark Mage II",3,1,144,9240,0,2420,2510,2350,3230,2690,5450,5640,5290,7270,6060,70,1,113,0,2,4,1,90,6454,6660,6281,8426,7115,0
10641,"Guerson, Thunder Mage II",4,1,215,19820,0,3640,3760,3530,4850,4040,8480,8770,8220,11300,9420,99,1,113,0,4,4,1,1000,11001,11356,10686,14440,12148,0
10642,Moh Shuvuu II,3,1,144,9160,0,2410,2630,2330,3360,2350,5440,5920,5240,7560,5290,70,1,89,0,2,4,1,90,6443,6963,6227,8740,6281,0
10643,"Moh Shuvuu, the Dread Bride II",4,1,215,19630,0,3620,3950,3490,5040,3530,8450,9200,8150,11760,8220,99,1,89,0,4,4,1,1000,10966,11880,10600,14999,10686,0
10644,Hogni the Greedy II,3,1,144,9240,0,2880,3170,2350,2160,2640,6480,7130,5290,4860,5940,70,1,130,0,2,4,1,90,7570,8274,6281,5815,6985,0
10645,Hogni Ruinblade II,4,1,215,19800,0,4320,4750,3530,3240,3960,10080,11090,8230,7560,9240,99,1,130,0,4,4,1,1000,12952,14183,10697,9880,11928,0
10646,"Tuniq, Northern Colossus II",3,1,145,10020,0,3040,3770,2680,2680,2140,6840,8470,6010,6020,4810,70,1,150,0,2,4,1,90,7960,9726,7061,7072,5761,0
10647,"Tuniq, Guardian Colossus II",4,1,217,21430,0,4560,5640,4010,4020,3200,10640,13160,9350,9370,7490,99,1,150,0,4,4,1,1000,13635,16708,12062,12086,9794,0
10648,"Aleine, Druid II",2,1,94,2780,0,1060,860,1220,1320,1090,2640,2160,3060,3300,2750,40,2,26,0,2,4,0,45,3410,2890,3865,4125,3529,0
10649,Aleine the Revelator II,3,1,140,7030,0,1910,1560,2210,2380,1980,4220,3470,4910,5270,4390,70,2,26,0,4,4,1,90,5794,4880,6630,7070,6001,0
10650,Tarasca II,3,1,142,8200,0,2280,2210,2390,2720,2110,5140,4960,5380,6120,4740,70,1,175,0,2,4,0,90,6118,5923,6378,7180,5685,0
10651,Submissive Tarasca II,4,1,212,17550,0,3420,3300,3590,4080,3160,7980,7720,8360,9530,7370,99,1,175,0,4,4,0,1000,10394,10074,10856,12280,9649,0
10652,"Batraz, the Immortal Hero II",4,1,221,25770,0,5510,5920,5100,4640,4600,12850,13810,11900,10840,10730,99,1,142,0,2,2,1,1000,14471,15511,13442,12293,12174,0
10653,Zabbak the Six-Sickles II,3,1,143,8550,0,2160,2400,2000,2900,2750,4860,5410,4510,6540,6180,70,1,13,0,2,4,1,90,5815,6411,5436,7635,7245,0
10654,Zabbak the Eight-Sickles II,4,1,213,18330,0,3240,3610,3000,4360,4120,7560,8410,7010,10160,9610,99,1,13,0,4,4,1,1000,9880,10917,9211,13051,12379,0
10655,Mathilda the Black Widow II,3,1,146,10210,0,2620,3400,2340,2820,3410,5890,7660,5270,6350,7670,70,1,115,0,2,4,1,90,6931,8848,6259,7429,8859,0
10656,Mathilda the Tarantula II,4,1,217,21870,0,3920,5100,3500,4240,5110,9170,11900,8180,9890,11940,99,1,115,0,4,4,1,1000,11842,15172,10638,12718,15217,0
10657,"Baal, Thunder Lord of Hell II",5,1,219,23920,0,4740,5000,4120,4680,5380,13040,13760,11320,12860,14770,99,1,178,0,2,2,1,1500,14677,15457,12813,14482,16551,0
10658,Behemoth II,3,1,146,10260,1,2760,3300,2950,2750,2890,6220,7430,6650,6180,6500,70,1,186,0,2,4,1,90,7288,8599,7754,7245,7592,0
10659,"Behemoth, Thunder Beast II",4,1,217,21990,1,4140,4960,4440,4120,4330,9660,11560,10340,9610,10120,99,1,186,0,4,4,1,1000,12441,14755,13269,12379,12999,0
10660,"Babo, Elite Mercenary II",2,1,94,2910,0,1310,1280,1190,900,1140,3260,3220,2980,2240,2830,40,2,45,0,2,4,0,45,4082,4038,3778,2977,3616,0
10661,Babo the Cruel II,3,1,141,7320,0,2350,2320,2140,1610,2040,5230,5140,4750,3590,4540,70,2,45,0,4,4,1,90,7019,6912,6439,5027,6180,0
10662,"Dovin, Bounty Huntress II",3,1,143,8530,0,2330,2840,2530,2300,2180,5230,6400,5700,5180,4920,70,1,187,0,2,4,1,90,6216,7483,6725,6162,5880,0
10663,"Dovin, Bounty Mistress II",4,1,213,18290,0,3490,4260,3800,3460,3280,8150,9950,8870,8060,7640,99,1,187,0,4,4,1,1000,10597,12793,11476,10490,9980,0
10664,"Ramiel, Angel of the Storm II",5,1,219,23910,0,5030,4490,4320,5320,4750,13840,12350,11890,14620,13070,99,1,185,0,2,2,1,1500,15543,13929,13431,16388,14709,0
10665,"Attis, Charioteer II",3,1,142,8180,0,2280,2440,2220,2220,2520,5140,5480,4990,4990,5680,70,1,122,0,2,4,1,90,6118,6487,5956,5956,6703,0
10666,Attis the Amazonite Warrior II,4,1,212,17500,0,3420,3660,3320,3320,3780,7980,8530,7760,7760,8820,99,1,122,0,4,4,1,1000,10394,11062,10125,10125,11418,0
10667,Banshee II,3,1,144,9010,0,2400,2640,1920,2450,3460,5390,5940,4310,5510,7780,70,1,172,0,2,4,1,90,6389,6985,5219,6519,8978,0
10668,Wailing Banshee II,4,1,214,19280,0,3590,3960,2880,3670,5180,8390,9240,6710,8570,12100,99,1,172,0,4,4,1,1000,10891,11928,8843,11111,15413,0
10669,Cath Palug II,3,1,150,13610,0,3933,4536,4059,3420,3501,4370,5040,4510,3800,3890,70,2,46,0,2,4,1,90,5284,6010,5436,4667,4764,0
10670,Cath Palug the Bristle II,4,1,225,31590,0,6381,7362,6597,5562,5688,7090,8180,7330,6180,6320,99,2,46,0,4,4,1,1000,9268,10590,9558,8162,8332,0
10671,"Havers, Treesinger II",3,1,146,10210,0,2570,2620,2730,3420,3250,5780,5890,6140,7680,7300,70,1,96,0,2,4,1,90,6758,6876,7145,8799,8391,0
10672,Havers the Jade II,4,1,217,21880,0,3850,3930,4100,5130,4870,8980,9150,9560,11960,11370,99,1,96,0,4,4,1,1000,11464,11669,12159,15045,14335,0
10673,Cernunnos II,5,1,219,23800,0,5370,5010,4470,4280,4670,14800,13780,12300,11760,12830,99,1,177,0,2,2,1,1500,16446,15351,13761,13181,14330,0
10674,Fenrir II,5,1,220,25510,0,4880,5470,7370,4180,3560,13430,15060,20260,11500,9800,99,1,154,0,2,2,1,1500,15099,16865,22498,13008,11167,0
10675,Void Yaksha II,5,1,220,25350,0,5090,5860,4670,4610,5120,13990,16120,12850,12670,14090,99,1,199,0,2,2,1,1500,15706,18013,14471,14276,15814,0
